emp_id,name_prefix,first_name,middle_initial,last_name,gender,e_mail,fathers_name,mothers_name,mothers_maiden_name,date_of_birth,time_of_birth,age_in_yrs,weight_in_kgs,date_of_joining,quarter_of_joining,half_of_joining,year_of_joining,month_of_joining,month_name_of_joining,short_month,day_of_joining,dow_of_joining,short_dow,age_in_company_years,salary,last_hike,ssn,phone_no,place_name,country,city,state_name,zip,region,user_name,password_
622406         ,Mr.  ,Thomas ,Q,Lewis   ,M,thomas.lewis@gmail.com      ,Ryan Lewis      ,Lois Lewis       ,Price     ,10/4/1967,08:28:14 PM,49.85,73             ,6/7/1998,Q2,H1,1998           ,6              ,June     ,Jun,7              ,Sunday   ,Sun,19.15,73862          ,3% ,467-99-2604,314-679-3697,Dutchtown   ,Cape Girardeau,Dutchtown   ,MO,63745          ,Midwest  ,tqlewis   ,y;OJd_Oa#4g|!G 
979607         ,Ms.  ,Carol  ,J,Edwards ,F,carol.edwards@msn.com       ,Shawn Edwards   ,Susan Edwards    ,Gray      ,12/14/1994,09:28:36 AM,22.64,56             ,4/25/2016,Q2,H1,2016           ,4              ,April    ,Apr,25             ,Monday   ,Mon,1.26 ,93967          ,30%,316-35-9870,225-283-4295,Shreveport  ,Caddo         ,Shreveport  ,LA,71162          ,South    ,cjedwards ,wi>v-a9gt      
426038         ,Hon. ,Joan   ,C,Stewart ,F,joan.stewart@yahoo.com      ,Charles Stewart ,Julia Stewart    ,Collins   ,11/20/1972,11:14:04 AM,44.72,56             ,12/30/2009,Q4,H2,2009           ,12             ,December ,Dec,30             ,Wednesday,Wed,7.58 ,111673         ,12%,429-99-6443,216-637-6800,Middleport  ,Meigs         ,Middleport  ,OH,45760          ,Midwest  ,jcstewart ,q@mq.U~D#1MPgZ 
388642         ,Mrs. ,Ruby   ,R,Rogers  ,F,ruby.rogers@gmail.com       ,Ronald Rogers   ,Teresa Rogers    ,Alexander ,5/1/1980,01:08:30 PM,37.27,59             ,8/30/2013,Q3,H2,2013           ,8              ,August   ,Aug,30             ,Friday   ,Fri,3.91 ,160623         ,9% ,236-55-0172,423-231-6507,Woodbury    ,Cannon        ,Woodbury    ,TN,37190          ,South    ,rrrogers  ,t>#P@D9s<:9\V  
560455         ,Ms.  ,Carolyn,V,Hayes   ,F,carolyn.hayes@hotmail.co.uk ,Jimmy Hayes     ,Sara Hayes       ,Foster    ,3/10/1958,12:52:37 PM,59.42,53             ,7/3/2001,Q3,H2,2001           ,7              ,July     ,Jul,3              ,Tuesday  ,Tue,16.08,42005          ,14%,730-28-1350,239-882-8784,Saint Cloud ,Osceola       ,Saint Cloud ,FL,34771          ,South    ,cvhayes   ,NY!Y2sw.[_v-Q9{
477253         ,Mrs. ,Anne   ,L,Russell ,F,anne.russell@ibm.com        ,Jimmy Russell   ,Stephanie Russell,Richardson,7/29/1989,02:57:12 AM,28.02,60             ,11/24/2013,Q4,H2,2013           ,11             ,November ,Nov,24             ,Sunday   ,Sun,3.68 ,103160         ,29%,456-99-5619,605-635-1306,Stockholm   ,Grant         ,Stockholm   ,SD,57264          ,Midwest  ,alrussell ,c8Nk&Y^~Vz!2   
263480         ,Hon. ,Daniel ,K,Cooper  ,M,daniel.cooper@yahoo.com     ,Louis Cooper    ,Julie Cooper     ,Murphy    ,1/1/1990,07:24:56 PM,27.59,60             ,3/6/2014,Q1,H1,2014           ,3              ,March    ,Mar,6              ,Thursday ,Thu,3.4  ,153790         ,13%,181-86-2024,701-510-8162,Manning     ,Dunn          ,Manning     ,ND,58642          ,Midwest  ,dkcooper  ,d8p{Pwx2fsW0-Z 
683826         ,Mr.  ,Roger  ,L,Roberts ,M,roger.roberts@gmail.com     ,Antonio Roberts ,Katherine Roberts,Brooks    ,7/7/1969,03:46:56 PM,48.09,77             ,1/29/2009,Q1,H1,2009           ,1              ,January  ,Jan,29             ,Thursday ,Thu,8.5  ,129625         ,12%,120-98-6493,206-497-3141,Mount Vernon,Skagit        ,Mount Vernon,WA,98273          ,West     ,rlroberts ,41:C_0ik|Jb0iTO
474599         ,Drs. ,Maria  ,W,Walker  ,F,maria.walker@microsoft.com  ,Ralph Walker    ,Teresa Walker    ,Brooks    ,3/19/1975,11:07:50 PM,42.39,41             ,10/1/1998,Q4,H2,1998           ,10             ,October  ,Oct,1              ,Thursday ,Thu,18.84,48944          ,21%,447-27-3175,423-668-5506,Lawrenceburg,Lawrence      ,Lawrenceburg,TN,38464          ,South    ,mwwalker  ,cw?%U}s{?      
335732         ,Ms.  ,Brenda ,M,Butler  ,F,brenda.butler@gmail.com     ,Phillip Butler  ,Joyce Butler     ,Thomas    ,12/6/1963,03:15:30 AM,53.68,41             ,8/20/1987,Q3,H2,1987           ,8              ,August   ,Aug,20             ,Thursday ,Thu,29.96,60508          ,29%,282-15-6434,480-814-8284,Mesa        ,Maricopa      ,Mesa        ,AZ,85208          ,West     ,bmbutler  ,u+CtpZ~gyR*>   
329752         ,Hon. ,Lillian,X,Brown   ,F,lillian.brown@aol.com       ,Gary Brown      ,Virginia Brown   ,Wood      ,5/12/1981,12:00:55 AM,36.24,49             ,4/13/2015,Q2,H1,2015           ,4              ,April    ,Apr,13             ,Monday   ,Mon,2.29 ,67251          ,22%,249-99-8821,239-812-9041,Panacea     ,Wakulla       ,Panacea     ,FL,32346          ,South    ,lxbrown   ,CG-M5~z:       
893212         ,Ms.  ,Amy    ,B,Howard  ,F,amy.howard@aol.com          ,James Howard    ,Virginia Howard  ,Collins   ,6/16/1981,04:20:22 AM,36.14,52             ,6/1/2003,Q2,H1,2003           ,6              ,June     ,Jun,1              ,Sunday   ,Sun,14.17,112715         ,30%,686-24-2843,803-613-3168,Kline       ,Kline         ,Kline       ,SC,29814          ,South    ,abhoward  ,tNo::TEG       
621833         ,Mr.  ,Gregory,X,Edwards ,M,gregory.edwards@outlook.com ,Jose Edwards    ,Helen Edwards    ,Howard    ,8/31/1993,12:23:15 AM,23.92,64             ,9/30/2015,Q3,H2,2015           ,9              ,September,Sep,30             ,Wednesday,Wed,1.83 ,169245         ,22%,010-94-6817,503-256-9654,Bonanza     ,Klamath       ,Bonanza     ,OR,97623          ,West     ,gxedwards ,V^sVy*MO{      
456747         ,Mr.  ,Roy    ,Z,Griffin ,M,roy.griffin@yahoo.com       ,Benjamin Griffin,Wanda Griffin    ,Simmons   ,5/8/1991,12:13:48 AM,26.24,62             ,8/23/2012,Q3,H2,2012           ,8              ,August   ,Aug,23             ,Thursday ,Thu,4.93 ,170895         ,19%,358-08-7660,219-506-9378,Liberty     ,Union         ,Liberty     ,IN,47353          ,Midwest  ,rzgriffin ,qm&h<b.NsKaZ   
278556         ,Prof.,Richard,Y,Mitchell,M,richard.mitchell@verizon.net,Peter Mitchell  ,Andrea Mitchell  ,Flores    ,7/28/1993,06:30:29 AM,24.02,81             ,8/18/2016,Q3,H2,2016           ,8              ,August   ,Aug,18             ,Thursday ,Thu,0.94 ,122226         ,14%,013-94-5886,205-621-5884,Ohatchee    ,Calhoun       ,Ohatchee    ,AL,36271          ,South    ,rymitchell,RWeXJPOi:KpX<Rn
333476         ,Hon. ,Mary   ,P,Wilson  ,F,mary.wilson@sbcglobal.net   ,Robert Wilson   ,Jennifer Wilson  ,Patterson ,12/1/1967,01:45:41 AM,49.69,54             ,12/22/1991,Q4,H2,1991           ,12             ,December ,Dec,22             ,Sunday   ,Sun,25.62,109394         ,16%,198-84-0652,423-937-8660,Nashville   ,Davidson      ,Nashville   ,TN,37219          ,South    ,mpwilson  ,Pwl&W:|<_      
218791         ,Mr.  ,Aaron  ,N,Price   ,M,aaron.price@bp.com          ,Michael Price   ,Diana Price      ,Torres    ,2/10/1969,03:42:13 AM,48.49,56             ,7/3/1997,Q3,H2,1997           ,7              ,July     ,Jul,3              ,Thursday ,Thu,20.08,54402          ,0% ,491-29-5152,219-287-8926,Eckerty     ,Crawford      ,Eckerty     ,IN,47116          ,Midwest  ,anprice   ,uKxgV4uO&k@    
134841         ,Ms.  ,Donna  ,R,Brown   ,F,donna.brown@aol.com         ,Adam Brown      ,Irene Brown      ,James     ,9/14/1983,05:05:35 AM,33.89,57             ,7/17/2013,Q3,H2,2013           ,7              ,July     ,Jul,17             ,Wednesday,Wed,4.03 ,129836         ,8% ,544-81-5182,212-434-7910,Lima        ,Livingston    ,Lima        ,NY,14485          ,Northeast,drbrown   ,u?%QOo2ykK     
